PROPERTY_TYPE,CITY,STATE_OR_PROVINCE,ZIP_OR_POSTAL_CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE_FEET,YEAR_BUILT,URL_(SEE_http://www.redfin.com/buy-a-home/comparative-market-analysis_FOR_INFO_ON_PRICING),LATITUDE,LONGITUDE,AGE,CITY numeric,Total_Num_ofComplaints,PCT,Total_crimes,Level_A_SchoolCount,Level_B_SchoolCount,Level_C_SchoolCount,Level_D_SchoolCount,Level_F_SchoolCount,Total_Number_of_Schools,Num_Complaints_schools,Population,People/Sq_Mile,Total_Num_ofHospitals,Total_Num_of_Subways,min_dist_station,Num_of_Retail_stores,min_dist_retail_store,Num_of_Retail_stores_Zipcode
Condo/Co-op,REGO PARK,NY,11374,395000.0,2.0,1.0,Harvey Gardens,1002.4694280078895,1951.0,http://www.redfin.com/NY/Flushing/96-09-67th-Ave-11374/unit-1E/home/148752746,40.722809999999996,-73.856756,70.0,635,12186,112,768,45,37,21,1,1,105,434.0,44189.0,48499.11,21,12,0.332518773941776,17,0.16202281269510158,3.0
Condo/Co-op,REGO PARK,NY,11374,399000.0,2.0,1.0,Rhode Island,900.0,1947.0,http://www.redfin.com/NY/Rego-Park/6361-99th-St-11374/unit-C8/home/20636005,40.7316199,-73.85659,74.0,635,16312,112,768,44,32,15,1,1,93,404.0,44189.0,48499.11,20,14,0.2898149030585592,18,0.08349304240340089,3.0
Condo/Co-op,REGO PARK,NY,11374,419000.0,2.0,1.5,The Sherwood,1050.0,1952.0,http://www.redfin.com/NY/Rego-Park/6441-Saunders-St-11374/unit-317/home/21689348,40.728539899999994,-73.86075,69.0,635,15068,112,768,44,36,14,1,1,96,398.0,44189.0,48499.11,21,15,0.10074484087108304,15,0.15020847848795327,3.0
Condo/Co-op,REGO PARK,NY,11374,448888.0,1.0,1.0,Condo,800.0,1999.0,http://www.redfin.com/NY/Rego-Park/6326-99th-St-11374/unit-6DD/home/170069409,40.732217299999995,-73.8572123,22.0,635,17007,112,768,44,32,15,1,1,93,404.0,44189.0,48499.11,20,14,0.28242837783919233,18,0.03426664961255298,3.0
Condo/Co-op,REGO PARK,NY,11374,435000.0,2.0,2.0,Park Plaza,1100.0,1962.0,http://www.redfin.com/NY/Rego-Park/61-15-97th-St-11374/unit-2J/home/20656183,40.7341131,-73.8619884,59.0,635,18022,112,768,45,31,15,1,1,93,399.0,44189.0,48499.11,21,16,0.29560693633285623,21,0.2377404147785378,3.0
Condo/Co-op,REGO PARK,NY,11374,430000.0,1.0,1.0,Austin Tower,730.0,1987.0,http://www.redfin.com/NY/Rego-Park/87-30-62nd-Ave-11374/unit-4B/home/20897073,40.728452399999995,-73.8683238,34.0,635,17202,112,768,43,31,15,1,1,91,368.0,44189.0,48499.11,24,16,0.3251088363092659,18,0.24926778760000978,3.0
Condo/Co-op,REGO PARK,NY,11374,429000.0,2.0,1.0,Park City Estates,1100.0,1960.0,http://www.redfin.com/NY/Rego-Park/61-45-98th-St-11374/unit-12H/home/169584684,40.733687700000004,-73.8587301,61.0,635,17704,112,768,44,32,15,1,1,93,404.0,44189.0,48499.11,22,16,0.30521379595718945,16,0.10181643692432475,3.0
Condo/Co-op,REGO PARK,NY,11374,438000.0,2.0,1.0,Sherwood,1002.4694280078895,1950.0,http://www.redfin.com/NY/Flushing/64-41-Saunders-St-11374/home/20899440,40.728491,-73.859983,71.0,635,15007,112,768,44,35,14,1,1,95,392.0,44189.0,48499.11,21,15,0.12640649111228114,15,0.18941121618081005,3.0
Condo/Co-op,REGO PARK,NY,11374,450000.0,1.0,1.0,Woodhaven Condo,943.4822134387352,1952.0,http://www.redfin.com/NY/Flushing/70-06-Woodhaven-Blvd-11374/unit-6E2/home/20888898,40.712434,-73.860178,69.0,635,11870,112,768,44,39,24,1,1,109,481.0,44189.0,48499.11,22,16,1.0402193476386106,18,0.6256071382975913,3.0
Condo/Co-op,REGO PARK,NY,11374,439000.0,2.0,1.5,Park City Estates,1000.0,1960.0,http://www.redfin.com/NY/Rego-Park/61-55-98th-St-11374/unit-14K/home/20631864,40.7335541,-73.8596902,61.0,635,17777,112,768,44,33,15,1,1,94,409.0,44189.0,48499.11,22,16,0.2751884702873218,18,0.1266327432933728,3.0
Condo/Co-op,REGO PARK,NY,11374,455000.0,2.0,2.0,Norwich Hall,1300.0,1939.0,http://www.redfin.com/NY/Unknown/96-11-65th-Rd-11374/unit-114/home/144911587,40.7275108,-73.85904359999998,82.0,635,14528,112,768,44,37,15,1,1,98,404.0,44189.0,48499.11,21,15,0.20983986762378445,20,0.2413415874833705,3.0
Condo/Co-op,REGO PARK,NY,11374,459000.0,2.0,1.0,Park City,1000.0,1960.0,http://www.redfin.com/NY/Rego-Park/97-37-63rd-Rd-11374/unit-3K/home/148462365,40.7318958,-73.8599645,61.0,635,17259,112,768,44,35,15,1,1,96,415.0,44189.0,48499.11,22,16,0.16566274938955589,15,0.116532157894902,3.0
Condo/Co-op,REGO PARK,NY,11374,481000.0,2.0,1.0,Park Plaza,975.0,1962.0,http://www.redfin.com/NY/Rego-Park/61-15-97th-St-11374/unit-7B/home/142633492,40.7341131,-73.8619884,59.0,635,18022,112,768,45,31,15,1,1,93,399.0,44189.0,48499.11,21,16,0.29560693633285623,21,0.2377404147785378,3.0
Condo/Co-op,REGO PARK,NY,11374,499999.0,2.0,2.0,The Essex,1250.0,1956.0,http://www.redfin.com/NY/Flushing/63-45-Saunders-St-11374/unit-6B/home/169963072,40.7297629,-73.863454,65.0,635,16856,112,768,43,34,13,1,1,92,385.0,44189.0,48499.11,23,16,0.09706381988796899,14,0.11100194255360281,3.0
Condo/Co-op,REGO PARK,NY,11374,489000.0,2.0,2.0,Coop,1200.0,1947.0,http://www.redfin.com/NY/Flushing/65-60-Wetherole-St-11374/unit-5E/home/20634476,40.725834899999995,-73.858482,74.0,635,13851,112,768,45,38,16,1,1,101,416.0,44189.0,48499.11,20,13,0.3055770512206479,19,0.3111023242368095,3.0
Condo/Co-op,REGO PARK,NY,11374,495000.0,2.0,1.0,Saunders Apartments,1002.4694280078895,1942.0,http://www.redfin.com/NY/Flushing/63-89-Saunders-St-11374/unit-1D/home/40436470,40.7291666,-73.8619839,79.0,635,15632,112,768,44,34,13,1,1,93,385.0,44189.0,48499.11,21,17,0.05099841844205799,14,0.10858484209373012,3.0
Condo/Co-op,REGO PARK,NY,11374,498000.0,1.0,1.0,Queens Tower Condo,943.4822134387352,1980.0,http://www.redfin.com/NY/Rego-Park/9229-Queens-Blvd-11374/unit-12C/home/20917334,40.732614,-73.866897,41.0,635,18102,112,768,43,30,11,1,1,86,339.0,44189.0,48499.11,23,17,0.12677836121420874,26,0.34058103152000513,3.0
Condo/Co-op,REGO PARK,NY,11374,499999.0,2.0,1.5,Park City Estates,1104.1261261261259,1960.0,http://www.redfin.com/NY/Rego-Park/61-35-98th-St-11374/unit-4D/home/109704393,40.734302899999996,-73.85911779999998,61.0,635,17915,112,768,45,30,14,1,1,91,394.0,44189.0,48499.11,22,15,0.3344286199968074,18,0.1488714267617689,3.0
Condo/Co-op,REGO PARK,NY,11374,477888.0,1.0,1.0,Wetherole Plaza Condo,920.0,1963.0,http://www.redfin.com/NY/Flushing/65-50-Wetherole-St-11374/unit-1Z/home/59307899,40.7262081,-73.8587156,58.0,635,14121,112,768,45,37,16,1,1,100,410.0,44189.0,48499.11,21,14,0.29343758149137306,20,0.28777374242928594,3.0
Condo/Co-op,REGO PARK,NY,11374,535000.0,1.0,1.0,Booth Mandor Condominium,693.0,2001.0,http://www.redfin.com/NY/Rego-Park/63-47-Booth-St-11374/unit-6D/home/20667762,40.7290304,-73.86372970000002,20.0,635,15902,112,768,44,34,14,1,1,94,395.0,44189.0,48499.11,23,16,0.12479138541036436,14,0.06077367035096876,3.0
Condo/Co-op,REGO PARK,NY,11374,506000.0,1.0,1.0,Wetherole Plaza,788.0,1963.0,http://www.redfin.com/NY/Flushing/65-50-Wetherole-St-11374/unit-2H/home/59307945,40.7262081,-73.8587156,58.0,635,14121,112,768,45,37,16,1,1,100,410.0,44189.0,48499.11,21,14,0.29343758149137306,20,0.28777374242928594,3.0
Condo/Co-op,REGO PARK,NY,11374,525000.0,1.0,1.0,Wetherole Plaza Condo,920.0,1963.0,http://www.redfin.com/NY/Flushing/65-50-Wetherole-St-11374/unit-6Z/home/59307907,40.7262081,-73.8587156,58.0,635,14121,112,768,45,37,16,1,1,100,410.0,44189.0,48499.11,21,14,0.29343758149137306,20,0.28777374242928594,3.0
Condo/Co-op,REGO PARK,NY,11374,549000.0,2.0,1.0,New Hampshire House,1106.0,1949.0,http://www.redfin.com/NY/Flushing/6360-102nd-St-11374/unit-A2/home/20915367,40.7319691,-73.8541569,72.0,635,15805,112,768,45,32,14,1,1,93,404.0,44189.0,48499.11,17,14,0.3838672218541365,16,0.19432540117153096,3.0
Condo/Co-op,REGO PARK,NY,11374,509000.0,2.0,1.5,Austin Towers,858.0,1989.0,http://www.redfin.com/NY/Rego-Park/87-30-62nd-Ave-11374/unit-6C/home/20899097,40.728452399999995,-73.8683238,32.0,635,17202,112,768,43,31,15,1,1,91,368.0,44189.0,48499.11,24,16,0.3251088363092659,18,0.24926778760000978,3.0
Condo/Co-op,REGO PARK,NY,11374,550000.0,2.0,1.5,Park City Estates,1200.0,1960.0,http://www.redfin.com/NY/Rego-Park/61-55-98th-St-11374/unit-8D/home/21454322,40.7335541,-73.8596902,61.0,635,17777,112,768,44,33,15,1,1,94,409.0,44189.0,48499.11,22,16,0.2751884702873218,18,0.1266327432933728,3.0
Condo/Co-op,REGO PARK,NY,11374,548888.0,2.0,2.0,The Essex,1100.0,1956.0,http://www.redfin.com/NY/Flushing/63-45-Saunders-St-11374/unit-4B/home/20644803,40.7297629,-73.863454,65.0,635,16856,112,768,43,34,13,1,1,92,385.0,44189.0,48499.11,23,16,0.09706381988796899,14,0.11100194255360281,3.0
Condo/Co-op,REGO PARK,NY,11374,515000.0,3.0,1.5,Howard Owners,1406.5691489361704,1955.0,http://www.redfin.com/NY/Rego-Park/99-32-66th-Rd-11374/unit-5V/home/170194752,40.72755770000001,-73.85343859999998,66.0,635,14100,112,768,44,34,19,2,1,100,434.0,44189.0,48499.11,19,13,0.08083768919049589,19,0.361480767387486,3.0
Condo/Co-op,REGO PARK,NY,11374,549000.0,3.0,1.5,Park City 3&4,1406.5691489361704,1960.0,http://www.redfin.com/NY/Rego-Park/97-37-63rd-Rd-11374/unit-12J/home/170002670,40.7318958,-73.8599645,61.0,635,17259,112,768,44,35,15,1,1,96,415.0,44189.0,48499.11,22,16,0.16566274938955589,15,0.116532157894902,3.0
Condo/Co-op,REGO PARK,NY,11374,540000.0,3.0,2.0,Park City Estate,1250.0,1956.0,http://www.redfin.com/NY/Flushing/61-15-98th-St-11374/unit-10J/home/169101219,40.7346339,-73.86023840000001,65.0,635,18098,112,768,44,30,15,1,1,91,394.0,44189.0,48499.11,21,15,0.33855633277292435,20,0.20021885407776413,3.0
Condo/Co-op,REGO PARK,NY,11374,539000.0,3.0,2.0,Park City 3 & 4,1200.0,1950.0,http://www.redfin.com/NY/Unknown/97-10-62nd-Dr-11374/unit-14E/home/146109134,40.732411299999995,-73.8613203,71.0,635,17562,112,768,43,32,15,1,1,92,406.0,44189.0,48499.11,22,15,0.17792220128018077,18,0.18258570427424636,3.0
Condo/Co-op,REGO PARK,NY,11374,569999.0,2.0,2.0,Walden Terrace,1189.2444649446495,1958.0,http://www.redfin.com/NY/Rego-Park/98-22-63rd-Dr-11374/unit-2E/home/39525278,40.7311125,-73.8579984,63.0,635,16305,112,768,44,35,15,1,1,96,415.0,44189.0,48499.11,20,14,0.2081424762935226,18,0.08795798805579542,3.0
Condo/Co-op,REGO PARK,NY,11374,598000.0,2.0,1.0,Wetherole Plaza Condo,1002.4694280078895,1963.0,http://www.redfin.com/NY/Flushing/6550-Wetherole-St-11374/unit-LU/home/59307903,40.725691499999996,-73.8588585,58.0,635,13893,112,768,45,38,16,1,1,101,416.0,44189.0,48499.11,21,14,0.32113360781412853,19,0.299907465425369,3.0
Condo/Co-op,REGO PARK,NY,11374,599000.0,2.0,1.5,New Hampshire,1100.0,1960.0,http://www.redfin.com/NY/Flushing/6360-102nd-St-11374/unit-G22/home/20915312,40.7319691,-73.8541569,61.0,635,15805,112,768,45,32,14,1,1,93,404.0,44189.0,48499.11,17,14,0.3838672218541365,16,0.19432540117153096,3.0
Condo/Co-op,REGO PARK,NY,11374,578000.0,2.0,2.0,Walden Terrace,1150.0,1960.0,http://www.redfin.com/NY/Unknown/9833-64th-Ave-11374/unit-4G/home/144236469,40.7307775,-73.85725079999997,61.0,635,15726,112,768,44,34,15,1,1,95,413.0,44189.0,48499.11,20,14,0.23691251851674894,19,0.11474152650295957,3.0
Condo/Co-op,REGO PARK,NY,11374,569888.0,3.0,2.0,Park City Estates,1250.0,1960.0,http://www.redfin.com/NY/Rego-Park/61-55-98th-St-11374/unit-12E/home/165745530,40.7335541,-73.8596902,61.0,635,17777,112,768,44,33,15,1,1,94,409.0,44189.0,48499.11,22,16,0.2751884702873218,18,0.1266327432933728,3.0
Condo/Co-op,REGO PARK,NY,11374,619000.0,2.0,1.0,New Hamshire,1000.0,1949.0,http://www.redfin.com/NY/Flushing/6360-102nd-St-11374/unit-E11/home/20914789,40.7319691,-73.8541569,72.0,635,15805,112,768,45,32,14,1,1,93,404.0,44189.0,48499.11,17,14,0.3838672218541365,16,0.19432540117153096,3.0
Condo/Co-op,REGO PARK,NY,11374,620000.0,3.0,2.0,Park City 3&4,1479.3079754601224,1930.0,http://www.redfin.com/NY/Rego-Park/97-10-62nd-Dr-11374/unit-1E/home/20659819,40.732411299999995,-73.8613203,91.0,635,17562,112,768,43,32,15,1,1,92,406.0,44189.0,48499.11,22,15,0.17792220128018077,18,0.18258570427424636,3.0
Condo/Co-op,REGO PARK,NY,11374,659000.0,2.0,1.0,New Hampshire House,1100.0,1949.0,http://www.redfin.com/NY/Rego-Park/63-60-102nd-St-11374/unit-C/home/169588938,40.7318951,-73.8540818,72.0,635,15779,112,768,45,32,14,1,1,93,404.0,44189.0,48499.11,17,14,0.3780911933196263,16,0.19900942191296178,3.0
Condo/Co-op,REGO PARK,NY,11374,659000.0,3.0,2.0,Rego Park,1197.0,1960.0,http://www.redfin.com/NY/Rego-Park/61-35-98th-St-11374/unit-5J/home/20643870,40.734302899999996,-73.85911779999998,61.0,635,17915,112,768,45,30,14,1,1,91,394.0,44189.0,48499.11,22,15,0.3344286199968074,18,0.1488714267617689,3.0
Condo/Co-op,REGO PARK,NY,11374,725000.0,2.0,2.0,Austin Tower,980.0,2018.0,http://www.redfin.com/NY/Rego-Park/65-38-Austin-St-11374/unit-6C/home/146241774,40.7256645,-73.85959840000002,3.0,635,13950,112,768,45,38,16,1,1,101,416.0,44189.0,48499.11,21,14,0.3075033057286849,21,0.27012350082914044,3.0
Condo/Co-op,REGO PARK,NY,11374,750000.0,0.0,1.0,The Summit,1500.0,1988.0,http://www.redfin.com/NY/Rego-Park/62-54-97th-Pl-11374/home/20665460,40.7330184,-73.8613454,33.0,635,17750,112,768,44,32,16,1,1,94,409.0,44189.0,48499.11,21,15,0.21967831013203026,20,0.18909525466358634,3.0
Condo/Co-op,REGO PARK,NY,11374,748000.0,2.0,1.0,New Hampshire House,1160.0,1949.0,http://www.redfin.com/NY/Flushing/6360-102nd-St-11374/unit-A22/home/20911568,40.7319691,-73.8541569,72.0,635,15805,112,768,45,32,14,1,1,93,404.0,44189.0,48499.11,17,14,0.3838672218541365,16,0.19432540117153096,3.0
Single Family Residential,REGO PARK,NY,11374,747000.0,3.0,2.0,Border Of Forest Hills,1479.3079754601224,1920.0,http://www.redfin.com/NY/Flushing/90-16-Polo-Pl-11374/home/20889872,40.712267,-73.85908,101.0,635,11704,112,768,43,42,24,2,1,112,496.0,44189.0,48499.11,22,16,1.0029535575046824,21,0.6155907802534978,3.0
Townhouse,REGO PARK,NY,11374,780000.0,2.0,1.5,Rego Park,1104.1261261261259,1955.0,http://www.redfin.com/NY/Flushing/67-55-Alderton-St-11374/home/20891396,40.716561999999996,-73.858456,66.0,635,11239,112,768,46,38,23,2,1,110,460.0,44189.0,48499.11,21,15,0.7511839851892119,18,0.3300945971238183,3.0
Townhouse,REGO PARK,NY,11374,818000.0,2.0,1.5,Rego Park,1104.1261261261259,1938.0,http://www.redfin.com/NY/Flushing/85-95-66th-Rd-11374/home/20890138,40.719,-73.859472,83.0,635,11564,112,768,46,38,21,1,1,107,445.0,44189.0,48499.11,21,13,0.6288657324883102,17,0.2464683737355167,3.0
Single Family Residential,QUEENS,NY,11374,828000.0,3.0,1.5,Family,2180.0,1929.0,http://www.redfin.com/NY/Queens/67th-Dr-11374/home/166916474,40.716514000000004,-73.85991829999998,92.0,465,11552,112,768,44,38,23,1,1,107,427.0,44189.0,48499.11,22,15,0.7878836206062323,21,0.3763580794919727,3.0
Condo/Co-op,REGO PARK,NY,11374,899000.0,2.0,2.0,Rego Park Plaza,1189.2444649446495,2018.0,http://www.redfin.com/NY/Unknown/97-45-63rd-Dr-11374/unit-6H/home/145553061,40.731056,-73.859225,3.0,635,16720,112,768,43,36,15,1,1,96,418.0,44189.0,48499.11,21,15,0.150062390837364,18,0.1169539679614065,3.0
Townhouse,REGO PARK,NY,11374,899999.0,2.0,3.0,Rego Park Crescents,1460.0,1940.0,http://www.redfin.com/NY/Flushing/631-07-Alderton-St-11374/home/20894779,40.725798,-73.86308199999998,81.0,635,14480,112,768,46,32,17,1,1,97,407.0,44189.0,48499.11,23,14,0.29028976457115313,12,0.16499537058098682,3.0
Single Family Residential,REGO PARK,NY,11374,899000.0,3.0,2.5,Rego Park,1682.4652173913046,1956.0,http://www.redfin.com/NY/Flushing/86-03-66th-Ave-11374/home/20893698,40.719632,-73.86000200000002,65.0,635,11642,112,768,45,37,20,1,1,104,436.0,44189.0,48499.11,22,14,0.6102178071847307,17,0.2550025823282607,3.0
Single Family Residential,REGO PARK,NY,11374,899000.0,3.0,3.0,Rego Park,1788.9197396963125,1930.0,http://www.redfin.com/NY/Flushing/62-55-Austin-St-11374/home/20899410,40.729065999999996,-73.86805600000002,91.0,635,17288,112,768,43,31,15,1,1,91,368.0,44189.0,48499.11,24,16,0.28590309853889945,20,0.24266279141548044,3.0
Townhouse,REGO PARK,NY,11374,888000.0,3.0,1.0,Rego Park,1498.909090909091,1931.0,http://www.redfin.com/NY/Flushing/88-68-62nd-Dr-11374/home/20894429,40.726689,-73.867968,90.0,635,15803,112,768,44,31,13,1,1,90,365.0,44189.0,48499.11,23,15,0.3983882341462973,12,0.2512118072892051,3.0
Multi-Family (2-4 Unit),REGO PARK,NY,11374,898000.0,3.0,2.0,Rego Park,1479.3079754601224,1951.0,http://www.redfin.com/NY/Flushing/85-09-67th-Rd-11374/home/20891073,40.71696,-73.86148100000003,70.0,635,11826,112,768,46,40,22,1,1,110,481.0,44189.0,48499.11,24,15,0.8046736472143345,20,0.41295154949089374,3.0
Condo/Co-op,REGO PARK,NY,11374,938000.0,2.0,2.0,99 Millennium,1100.0,2008.0,http://www.redfin.com/NY/Rego-Park/63-36-99th-St-11374/unit-7F/home/59307604,40.7318529,-73.8570221,13.0,635,16744,112,768,44,32,15,1,1,93,404.0,44189.0,48499.11,20,14,0.27717638818009854,18,0.05582178131209845,3.0
Townhouse,REGO PARK,NY,11374,938000.0,3.0,2.5,Rego Park,1280.0,1931.0,http://www.redfin.com/NY/Flushing/88-23-62nd-Dr-11374/home/20897736,40.72578,-73.86918299999998,90.0,635,15867,112,768,43,31,14,0,1,89,350.0,44189.0,48499.11,23,16,0.4863660496383254,16,0.3362245978027367,3.0
Condo/Co-op,REGO PARK,NY,11374,950000.0,2.0,2.5,Millennium 99,1387.0,2008.0,http://www.redfin.com/NY/Rego-Park/63-36-99th-St-11374/unit-5F/home/59307638,40.7318529,-73.8570221,13.0,635,16744,112,768,44,32,15,1,1,93,404.0,44189.0,48499.11,20,14,0.27717638818009854,18,0.05582178131209845,3.0
Single Family Residential,REGO PARK,NY,11374,999999.0,3.0,3.0,Rego Park,1788.9197396963125,1925.0,http://www.redfin.com/NY/Flushing/86-20-Eliot-Ave-11374/home/20899427,40.730058,-73.869794,96.0,635,18005,112,768,41,31,12,0,1,85,330.0,44189.0,48499.11,23,16,0.21273062815696103,24,0.3508192813176623,3.0
Townhouse,REGO PARK,NY,11374,999000.0,4.0,2.5,Rego Park,2150.9747899159665,1945.0,http://www.redfin.com/NY/Flushing/99-40-65th-Rd-11374/home/20911551,40.729177,-73.85368199999998,76.0,635,14647,112,768,45,34,18,1,1,99,431.0,44189.0,48499.11,17,13,0.1902394660808613,20,0.309912109905824,3.0
Townhouse,REGO PARK,NY,11374,998000.0,3.0,2.5,Rego Park,3200.0,1955.0,http://www.redfin.com/NY/Flushing/68-33-Alderton-St-11374/unit-Forest-Hills-Vicinty/home/168675345,40.714225899999995,-73.85817,66.0,635,11560,112,768,42,40,24,2,1,109,436.0,44189.0,48499.11,22,16,0.8817145621722308,18,0.47221099985745973,3.0
Multi-Family (2-4 Unit),REGO PARK,NY,11374,999000.0,4.0,3.0,Rego Park,1890.0,1952.0,http://www.redfin.com/NY/Flushing/85-04-67th-Rd-11374/home/168404808,40.716543,-73.861338,69.0,635,11796,112,768,46,41,22,1,1,111,484.0,44189.0,48499.11,24,15,0.8243847078168741,20,0.4261036798489727,3.0
Townhouse,REGO PARK,NY,11374,979000.0,3.0,2.5,Rego Park,1682.4652173913046,1938.0,http://www.redfin.com/NY/Flushing/87-40-62nd-Rd-11374/home/20894437,40.726963,-73.868847,83.0,635,15976,112,768,44,31,14,0,1,90,353.0,44189.0,48499.11,24,16,0.42504453811685095,12,0.2878962284822154,3.0
Condo/Co-op,ROCKAWAY,NY,11694,169900.0,0.0,1.0,Rockaway,1352.9759036144576,1963.0,http://www.redfin.com/NY/Rockaway-Park/130-Beach-121st-St-11694/unit-4A/home/59307401,40.5766006,-73.8401978,58.0,609,1784,100,901,3,3,1,0,0,7,15.0,19278.0,12713.02,0,4,0.38324740772721844,11,0.26137270289801584,16.0
Condo/Co-op,BELLE HARBOR,NY,11694,150000.0,1.0,1.0,Bch Channel Housing Corp,943.4822134387352,1950.0,http://www.redfin.com/NY/Rockaway-Park/13811-Beach-Channel-Dr-11694/unit-C6/home/20624778,40.5783799,-73.85825,71.0,834,782,100,901,3,3,0,0,0,6,12.0,19278.0,12713.02,0,2,1.202102443556954,2,0.45835925649335013,16.0
Single Family Residential,NEPONSIT,NY,11694,1325000.0,4.0,3.0,Neponsit,2113.741463414634,1920.0,http://www.redfin.com/NY/Neponsit/315-B-143-St-11694/home/20670772,40.5727064,-73.8601918,101.0,624,696,100,901,2,2,0,0,0,4,6.0,19278.0,12713.02,0,2,1.4101679427563927,2,0.6880598969273392,16.0
Single Family Residential,BELLE HARBOR,NY,11694,1299000.0,3.0,3.0,Belle Harbor,1788.9197396963125,1935.0,http://www.redfin.com/NY/Rockaway-Park/281-Beach-138th-St-11694/home/20672586,40.5750714,-73.8566316,86.0,834,785,100,901,3,3,0,0,0,6,12.0,19278.0,12713.02,0,2,1.1757041658558405,2,0.44281243819034716,16.0
Single Family Residential,BELLE HARBOR,NY,11694,1395000.0,4.0,3.5,Belle Harbor,2236.0,1930.0,http://www.redfin.com/NY/Rockaway-Park/144-Beach-135th-St-11694/home/20669796,40.5725566,-73.851749,91.0,834,883,100,901,3,3,0,0,0,6,12.0,19278.0,12713.02,0,3,1.02574626237527,9,0.41708085270278583,16.0
Multi-Family (2-4 Unit),ROCKAWAY PARK,NY,11694,1599000.0,6.0,5.0,Rockaway Park,3375.0,1929.0,http://www.redfin.com/NY/Far-Rockaway/117-03-Newport-Ave-11694/home/20672701,40.580892999999996,-73.839106,92.0,943,1857,100,901,3,3,2,0,0,8,18.0,19278.0,12713.02,0,4,0.18445826497613876,14,0.05768967192090169,16.0
Single Family Residential,NEPONSIT,NY,11694,1975000.0,4.0,4.0,Neponsit,2671.837606837607,2001.0,http://www.redfin.com/NY/Far-Rockaway/1-68-Beach-149th-St-11694/home/20669249,40.5684342,-73.8633045,20.0,624,608,100,901,2,2,0,0,0,4,6.0,19278.0,12713.02,0,1,1.690907929250058,0,1.0006550971116446,16.0
Single Family Residential,BELLE HARBOR,NY,11694,1100000.0,3.0,3.0,The Rockaways,2042.0,1940.0,http://www.redfin.com/NY/Rockaway-Park/180-B-140-St-11694/home/20672330,40.5718224,-73.8562966,81.0,834,736,100,901,2,3,0,0,0,5,9.0,19278.0,12713.02,0,2,1.2550858351430252,2,0.5777520860871318,16.0
Multi-Family (2-4 Unit),BELLE HARBOR,NY,11694,1249999.0,5.0,3.0,Rockaway Beach,2550.0,1948.0,http://www.redfin.com/NY/Rockaway-Park/452-Beach-139th-St-11694/home/20670110,40.57649970000001,-73.8580181,73.0,834,780,100,901,3,3,0,0,0,6,12.0,19278.0,12713.02,0,2,1.2159316287801427,2,0.46897891844356343,16.0
Condo/Co-op,ROCKAWAY PARK,NY,11694,245000.0,1.0,1.0,Beach View,675.0,1961.0,http://www.redfin.com/NY/Rockaway-Park/129-Beach-118th-St-11694/unit-6G/home/20645522,40.5773119,-73.838049,60.0,943,1828,100,901,3,3,2,0,0,8,18.0,19278.0,12713.02,0,4,0.279709794367625,14,0.15898659528836098,16.0
Condo/Co-op,BELLE HARBOR,NY,11694,279000.0,1.0,1.0,Beller Harbor Co-Op,943.4822134387352,1960.0,http://www.redfin.com/NY/Rockaway-Park/252-Beach-129th-St-11694/unit-4A/home/21683662,40.577597999999995,-73.84851,61.0,834,1336,100,901,3,3,0,0,0,6,12.0,19278.0,12713.02,0,4,0.7155482898239208,9,0.06620136543426798,16.0
Condo/Co-op,ROCKAWAY PARK,NY,11694,280000.0,1.0,1.0,Barocrest,750.0,1960.0,http://www.redfin.com/NY/Rockaway-Park/140-Beach-113th-St-11694/unit-4K/home/20643472,40.578854299999996,-73.83343570000002,61.0,943,1975,100,901,3,3,3,0,0,9,21.0,19278.0,12713.02,0,4,0.18127722722660294,16,0.1867818448859289,16.0
Condo/Co-op,BELLE HARBOR,NY,11694,325000.0,2.0,1.5,Beach Channel Housing,1200.0,1950.0,http://www.redfin.com/NY/Rockaway-Park/518-Beach-139th-St-11694/unit-B10/home/20641390,40.577193,-73.8583555,71.0,834,779,100,901,3,3,0,0,0,6,12.0,19278.0,12713.02,0,2,1.2221373303703573,2,0.4737375998268942,16.0
Condo/Co-op,ROCKAWAY PARK,NY,11694,325000.0,2.0,1.0,Barocrest,950.0,1960.0,http://www.redfin.com/NY/Rockaway-Park/140-Beach-113th-St-11694/unit-1H/home/169645146,40.578854299999996,-73.83343570000002,61.0,943,1975,100,901,3,3,3,0,0,9,21.0,19278.0,12713.02,0,4,0.18127722722660294,16,0.1867818448859289,16.0
Condo/Co-op,ROCKAWAY PARK,NY,11694,391000.0,2.0,1.0,Ocean Colony,1150.0,2006.0,http://www.redfin.com/NY/Belle-Harbor/134-1-Rockaway-Beach-Blvd-11694/unit-1A/home/20624308,40.5740024,-73.8521323,15.0,943,883,100,901,3,3,0,0,0,6,12.0,19278.0,12713.02,0,3,0.990643486911337,9,0.3316615777131873,16.0
Condo/Co-op,ROCKAWAY PARK,NY,11694,399000.0,1.0,1.0,One Sixteen,943.4822134387352,2019.0,http://www.redfin.com/NY/Rockaway-Park/133-B-116th-St-11694/unit-4H/home/164424354,40.5785263,-73.8367968,2.0,943,1850,100,901,3,3,2,0,0,8,18.0,19278.0,12713.02,0,4,0.17601968568492513,16,0.06378700284060061,16.0
