PROPERTY_TYPE,CITY,STATE_OR_PROVINCE,ZIP_OR_POSTAL_CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE_FEET,YEAR_BUILT,URL_(SEE_http://www.redfin.com/buy-a-home/comparative-market-analysis_FOR_INFO_ON_PRICING),LATITUDE,LONGITUDE,AGE,CITY numeric,Total_Num_ofComplaints,PCT,Total_crimes,Level_A_SchoolCount,Level_B_SchoolCount,Level_C_SchoolCount,Level_D_SchoolCount,Level_F_SchoolCount,Total_Number_of_Schools,Num_Complaints_schools,Population,People/Sq_Mile,Total_Num_ofHospitals,Total_Num_of_Subways,min_dist_station,Num_of_Retail_stores,min_dist_retail_store,Num_of_Retail_stores_Zipcode
Multi-Family (2-4 Unit),BROOKLYN,NY,11207,999000.0,9.0,3.0,Brooklyn,2850.866666666667,1910.0,http://www.redfin.com/NY/Brooklyn/229-Van-Siclen-Ave-11207/home/40759581,40.6744612,-73.89058059999998,111.0,624,33658,75,5520,37,61,72,7,2,179,1315.0,86551.0,31820.27,22,36,0.12159533667393539,274,0.07179462634784796,188.0
Multi-Family (2-4 Unit),BROOKLYN,NY,11207,999000.0,5.0,3.0,Brooklyn,2338.847457627119,2006.0,http://www.redfin.com/NY/Brooklyn/707-Warwick-St-11207/home/40659205,40.665315,-73.883448,15.0,624,27290,75,5520,30,54,60,4,2,150,1078.0,86551.0,31820.27,18,33,0.07167612005283046,237,0.055594524665276306,188.0
Multi-Family (2-4 Unit),BROOKLYN,NY,11207,999000.0,6.0,3.5,Brooklyn,2807.6923076923076,2003.0,http://www.redfin.com/NY/Brooklyn/675-Hendrix-St-11207/home/40761883,40.6650331,-73.8871764,18.0,624,29535,75,5520,29,57,64,4,2,156,1129.0,86551.0,31820.27,18,32,0.11981116204025347,216,0.035516782584394606,188.0
Multi-Family (2-4 Unit),BUSHWICK,NY,11207,989000.0,5.0,2.0,Bushwick,2057.7727272727275,1899.0,http://www.redfin.com/NY/Brooklyn/220-Schaefer-St-11207/home/40751041,40.690498999999996,-73.906645,122.0,608,36364,83,2270,45,67,82,10,2,206,1532.0,86551.0,31820.27,34,44,0.18146963422667983,285,0.03671888834395372,188.0
Multi-Family (2-4 Unit),BROOKLYN,NY,11223,1428000.0,5.0,5.0,Brooklyn,3195.0,2008.0,http://www.redfin.com/NY/Brooklyn/2621-Shore-Pkwy-11223/home/40679339,40.5835826,-73.97381109999998,13.0,624,12470,60,1772,25,29,11,2,0,67,351.0,77691.0,37104.95,4,21,0.1821915335322917,174,0.20213486811224562,164.0
Multi-Family (2-4 Unit),BROOKLYN,NY,11223,1400000.0,6.0,2.75,Brooklyn,2370.333333333333,1965.0,http://www.redfin.com/NY/Brooklyn/60-Village-Rd-S-11223/home/40855768,40.59372329999999,-73.9731943,56.0,624,15748,61,1804,30,37,15,2,0,84,444.0,77691.0,37104.95,7,27,0.1619336245321956,205,0.055547120165041236,164.0
Single Family Residential,BROOKLYN,NY,11223,1350000.0,5.0,3.5,Brooklyn,1344.0,1925.0,http://www.redfin.com/NY/Brooklyn/2357-West-St-11223/home/40856613,40.591239,-73.97006800000003,96.0,624,14906,61,1804,29,34,15,2,0,80,420.0,77691.0,37104.95,6,24,0.246367601867923,194,0.06481027812955907,164.0
Multi-Family (2-4 Unit),BROOKLYN,NY,11223,1349000.0,5.0,3.25,Brooklyn,2400.0,1960.0,http://www.redfin.com/NY/Brooklyn/2445-E-3rd-St-11223/home/40857608,40.590252,-73.967036,61.0,624,14182,61,1804,27,33,14,2,0,76,390.0,77691.0,37104.95,6,23,0.38113759677285924,242,0.04359719092138129,164.0
Multi-Family (2-4 Unit),BROOKLYN,NY,11223,1399000.0,6.0,4.5,Brooklyn,2400.0,1920.0,http://www.redfin.com/NY/Brooklyn/1832-W-5th-St-11223/home/40841230,40.602768499999996,-73.9779182,101.0,624,16173,61,1804,38,40,19,3,0,100,492.0,77691.0,37104.95,7,34,0.1506345828237211,252,0.056850210489548025,164.0
Single Family Residential,BROOKLYN,NY,11223,1950000.0,3.0,2.0,Brooklyn,2100.0,1945.0,http://www.redfin.com/NY/Brooklyn/2182-West-St-11223/home/40855036,40.5952345,-73.97132940000002,76.0,624,15763,61,1804,32,37,15,2,0,86,450.0,77691.0,37104.95,7,27,0.12083816017871261,205,0.09436972043866138,164.0
Multi-Family (2-4 Unit),GRAVESEND,NY,11223,1890000.0,9.0,3.0,Gravesend,2850.866666666667,1930.0,http://www.redfin.com/NY/Gravesend/151-Bay-40th-ST-11223/home/169204567,40.6009233,-73.977126,91.0,671,16228,61,1804,38,39,18,3,0,98,486.0,77691.0,37104.95,7,33,0.2607754848816734,244,0.052127860502986796,164.0
Multi-Family (2-4 Unit),BROOKLYN,NY,11223,1975000.0,8.0,4.0,Brooklyn,3135.0,1965.0,http://www.redfin.com/NY/Brooklyn/1678-W-9th-St-11223/home/40838774,40.6058853,-73.98247059999998,56.0,624,14218,62,1597,40,42,20,3,0,105,510.0,77691.0,37104.95,7,33,0.17533111021202,300,0.03229466947500189,164.0
Condo/Co-op,BROOKLYN,NY,11223,1201012.0,2.0,3.0,Midwood,1584.0,2012.0,http://www.redfin.com/NY/Brooklyn/431-Avenue-P-11230/home/168873027,40.6091785,-73.97144809999998,9.0,624,15560,61,1804,43,47,25,5,0,120,719.0,77691.0,37104.95,9,34,0.08415779891120248,253,0.08823992420270585,164.0
Condo/Co-op,BROOKLYN,NY,11223,1201012.0,2.0,3.0,Midwood,1584.0,2008.0,http://www.redfin.com/NY/Unknown/447-Avenue-P-11223/home/146128353,40.609241,-73.97120490000002,13.0,624,15531,61,1804,43,47,25,5,0,120,719.0,77691.0,37104.95,9,34,0.09752773743855389,253,0.07749059606415025,164.0
Multi-Family (2-4 Unit),BROOKLYN,NY,11223,1149000.0,4.0,2.0,Brooklyn,1600.0,1925.0,http://www.redfin.com/NY/Brooklyn/2173-W-8th-St-11223/home/40854561,40.594545399999994,-73.97888209999998,96.0,624,15481,61,1804,33,36,15,3,0,87,453.0,77691.0,37104.95,7,28,0.13065524766703732,203,0.032243032866166206,164.0
Multi-Family (2-4 Unit),BROOKLYN,NY,11223,1149000.0,5.0,3.5,Brooklyn,1386.0,1930.0,http://www.redfin.com/NY/Brooklyn/1613-W-4th-St-11223/home/40839364,40.607886799999996,-73.9774588,91.0,624,14742,61,1804,41,43,22,3,0,109,522.0,77691.0,37104.95,7,33,0.2439983374925061,246,0.1201429862151751,164.0
Single Family Residential,BROOKLYN,NY,11223,1050000.0,4.0,2.0,Brooklyn,1400.0,1940.0,http://www.redfin.com/NY/Brooklyn/2228-W-5th-St-11223/home/40855641,40.5937493,-73.9761801,81.0,624,15567,61,1804,30,37,15,2,0,84,444.0,77691.0,37104.95,7,27,0.12893913264400456,198,0.07448294738749713,164.0
Multi-Family (5+ Unit),BROOKLYN,NY,11223,2268000.0,7.0,5.0,Brooklyn,4800.0,1931.0,http://www.redfin.com/NY/Brooklyn/70-Avenue-U-11223/home/160496197,40.595799299999996,-73.9817862,90.0,624,15435,61,1804,36,37,15,3,0,91,465.0,77691.0,37104.95,7,29,0.18086030036878628,206,0.04091552863835933,164.0
Multi-Family (2-4 Unit),BROOKLYN,NY,11223,2299000.0,8.0,4.0,Brooklyn,3472.0,1930.0,http://www.redfin.com/NY/Unknown/86-Avenue-U-11223/home/147800581,40.59589520000001,-73.9810973,91.0,624,15528,61,1804,36,37,15,3,0,91,465.0,77691.0,37104.95,7,29,0.14991750601550236,205,0.0156168199921939,164.0
Multi-Family (2-4 Unit),BROOKLYN,NY,11223,2500000.0,5.0,4.0,Brooklyn,6560.0,1931.0,http://www.redfin.com/NY/Unknown/246-Avenue-U-11223/home/145543884,40.5965403,-73.9752224,90.0,624,16000,61,1804,34,37,15,3,0,89,459.0,77691.0,37104.95,7,29,0.10330482622419157,216,0.015926643229497755,164.0
Condo/Co-op,BROOKLYN,NY,11223,269000.0,1.0,1.0,Brooklyn,670.0,1951.0,http://www.redfin.com/NY/Unknown/394-Avenue-S-11223/unit-6A/home/144221726,40.6018405,-73.97091540000002,70.0,624,16350,61,1804,36,38,20,3,0,97,483.0,77691.0,37104.95,7,33,0.12167757917109888,261,0.0896374035527955,164.0
Condo/Co-op,BROOKLYN,NY,11223,258888.0,1.0,1.0,Sheepshead Bay,850.0,1962.0,http://www.redfin.com/NY/Brooklyn/735-Avenue-W-11223/unit-6D/home/143866651,40.593911,-73.96221899999998,59.0,624,13549,61,1804,27,35,16,2,0,80,420.0,77691.0,37104.95,7,23,0.38173185717169833,220,0.023470672433573994,164.0
Condo/Co-op,BROOKLYN,NY,11223,319000.0,2.0,1.0,Brooklyn,950.0,1954.0,http://www.redfin.com/NY/Brooklyn/2310-Ocean-Pkwy-11223/unit-5J/home/169729781,40.592987,-73.965458,67.0,624,14147,61,1804,27,35,16,2,0,80,420.0,77691.0,37104.95,7,25,0.4658857197895774,226,0.03882228055023307,164.0
Condo/Co-op,BROOKLYN,NY,11223,359000.0,2.0,1.0,Pacific,1002.4694280078895,1950.0,http://www.redfin.com/NY/Brooklyn/2149-Pacific-St-11233/unit-C7/home/40658113,40.6760146,-73.9152738,71.0,624,45376,77,1953,45,85,96,13,2,241,2011.0,77691.0,37104.95,28,45,0.23718599022053968,348,0.05678175403660138,164.0
Condo/Co-op,BROOKLYN,NY,11223,365000.0,2.0,1.0,Brooklyn,1100.0,1926.0,http://www.redfin.com/NY/Unknown/1802-Ocean-Pkwy-11223/unit-B5/home/144659907,40.604450299999996,-73.967656,95.0,624,16145,61,1804,38,39,23,3,0,103,501.0,77691.0,37104.95,7,32,0.2611906990548876,274,0.04465688646405204,164.0
Condo/Co-op,BROOKLYN,NY,11223,499000.0,2.0,1.0,Brooklyn,1000.0,2005.0,http://www.redfin.com/NY/Brooklyn/2546-Stillwell-Ave-11223/unit-3/home/170044084,40.5857519,-73.9835309,16.0,624,12480,60,1772,26,29,12,2,0,69,369.0,77691.0,37104.95,4,21,0.2138563990193379,134,0.12984069004991897,164.0
Multi-Family (2-4 Unit),BROOKLYN,NY,11223,550000.0,4.0,2.75,Brooklyn,1160.0,1925.0,http://www.redfin.com/NY/Brooklyn/2018-W-9th-St-11223/home/40853803,40.597907,-73.98097790000001,96.0,624,15967,61,1804,36,39,16,3,0,94,474.0,77691.0,37104.95,7,30,0.10115789089266795,228,0.05984673873053433,164.0
Condo/Co-op,BROOKLYN,NY,11223,599000.0,2.0,1.75,Brooklyn,830.0,2004.0,http://www.redfin.com/NY/Brooklyn/1642-W-9th-St-11223/unit-4B/home/40640246,40.6066899,-73.9825897,17.0,624,13937,62,1597,42,43,21,3,0,109,522.0,77691.0,37104.95,7,31,0.22437766965285633,303,0.07892238313300834,164.0
Condo/Co-op,BROOKLYN,NY,11223,625000.0,2.0,1.75,Brooklyn,1089.0,2007.0,http://www.redfin.com/NY/Brooklyn/103-Quentin-Rd-11223/unit-B403/home/40915592,40.6058864,-73.9828321,14.0,624,14192,62,1597,40,42,20,3,0,105,510.0,77691.0,37104.95,7,33,0.1879814556211457,301,0.029444100975623284,164.0
Condo/Co-op,BROOKLYN,NY,11223,608000.0,2.0,2.0,Brooklyn,982.0,2005.0,http://www.redfin.com/NY/Brooklyn/379-Kings-Hwy-11223/unit-2A/home/40660229,40.6048554,-73.9759322,16.0,624,15691,61,1804,39,40,21,3,0,103,501.0,77691.0,37104.95,7,33,0.21895114286650297,254,0.03505660364388942,164.0
Condo/Co-op,BROOKLYN,NY,11223,639000.0,3.0,2.0,Quentin Terrace Condo,1085.0,2010.0,http://www.redfin.com/NY/Brooklyn/1671-W-10th-St-11223/unit-A401/home/40915515,40.6058864,-73.9828321,11.0,624,14192,62,1597,40,42,20,3,0,105,510.0,77691.0,37104.95,7,33,0.1879814556211457,301,0.029444100975623284,164.0
Condo/Co-op,BROOKLYN,NY,11223,649000.0,3.0,1.0,Brooklyn,1000.0,1926.0,http://www.redfin.com/NY/Brooklyn/1802-Ocean-Pkwy-11223/unit-A10/home/40652442,40.604774400000004,-73.96696740000002,95.0,624,15838,61,1804,38,40,23,3,0,104,504.0,77691.0,37104.95,7,31,0.30280097686694346,264,0.06891406779205705,164.0
Condo/Co-op,BROOKLYN,NY,11223,699000.0,2.0,1.75,Brooklyn,1010.0,2007.0,http://www.redfin.com/NY/Brooklyn/103-Quentin-Rd-11223/unit-B601/home/40915594,40.6058864,-73.9828321,14.0,624,14192,62,1597,40,42,20,3,0,105,510.0,77691.0,37104.95,7,33,0.1879814556211457,301,0.029444100975623284,164.0
Condo/Co-op,BROOKLYN,NY,11223,699000.0,2.0,2.5,Brooklyn,1408.0,2008.0,http://www.redfin.com/NY/Brooklyn/1733A-Stillwell-Ave-11223/unit-A/home/40924828,40.6042169,-73.9864527,13.0,624,14239,62,1597,39,41,18,3,0,101,498.0,77691.0,37104.95,8,31,0.3207185667713451,320,0.11880726086502785,164.0
Condo/Co-op,BROOKLYN,NY,11223,699000.0,3.0,2.0,Brooklyn,1147.0,2010.0,http://www.redfin.com/NY/Brooklyn/103-Quentin-Rd-11223/unit-B502/home/40915597,40.6058864,-73.9828321,11.0,624,14192,62,1597,40,42,20,3,0,105,510.0,77691.0,37104.95,7,33,0.1879814556211457,301,0.029444100975623284,164.0
Single Family Residential,BROOKLYN,NY,11223,749000.0,2.0,1.75,Brooklyn,904.0,1930.0,http://www.redfin.com/NY/Brooklyn/164-Avenue-V-11223/home/40855544,40.594034,-73.97784899999998,91.0,624,15435,61,1804,31,36,15,3,0,85,447.0,77691.0,37104.95,7,28,0.09292484086940228,204,0.033667167407386685,164.0
Condo/Co-op,BROOKLYN,NY,11223,735000.0,2.0,2.5,Brooklyn,1489.0,2008.0,http://www.redfin.com/NY/Brooklyn/1727-Stillwell-Ave-11223/unit-A/home/40924836,40.6043091,-73.9866714,13.0,624,14084,62,1597,39,41,18,3,0,101,498.0,77691.0,37104.95,8,31,0.332622623103918,324,0.1261723476834623,164.0
Condo/Co-op,BROOKLYN,NY,11223,729180.0,3.0,2.0,Brooklyn,989.0,2019.0,http://www.redfin.com/NY/Brooklyn/1656-Stillwell-Ave-11214/unit-4B/home/170050821,40.6057284,-73.9871495,2.0,624,13344,62,1597,40,42,18,3,0,103,504.0,77691.0,37104.95,8,31,0.3778335477198513,343,0.04714179810847778,164.0
Condo/Co-op,BROOKLYN,NY,11223,719000.0,3.0,2.0,Brooklyn,1075.0,2007.0,http://www.redfin.com/NY/Brooklyn/2265-W-7th-St-11223/unit-2A/home/40671835,40.5927393,-73.9775392,14.0,624,15183,61,1804,30,34,14,2,0,80,414.0,77691.0,37104.95,6,27,0.03627713045004503,202,0.03650129068461873,164.0
Multi-Family (2-4 Unit),BROOKLYN,NY,11223,749000.0,4.0,2.0,Brooklyn,1504.0,1901.0,http://www.redfin.com/NY/Brooklyn/2574-Stillwell-Ave-11223/home/40849885,40.585116799999994,-73.9835265,120.0,624,12328,60,1772,25,29,12,2,0,68,366.0,77691.0,37104.95,4,21,0.2577022792119175,131,0.17309451685514143,164.0
Condo/Co-op,BROOKLYN,NY,11223,752192.0,3.0,2.0,Brooklyn,993.0,2019.0,http://www.redfin.com/NY/Brooklyn/1652-Stillwell-Ave-11214/unit-3A/home/170038709,40.6058901,-73.9872107,2.0,624,13327,62,1597,40,42,18,3,0,103,504.0,77691.0,37104.95,8,31,0.3846722180920958,341,0.03638196249394688,164.0
Condo/Co-op,BROOKLYN,NY,11223,799000.0,3.0,2.0,Brooklyn,1405.0,2007.0,http://www.redfin.com/NY/Brooklyn/2720-86th-St-11223/unit-4A/home/40925048,40.594150899999995,-73.9814878,14.0,624,15103,61,1804,34,34,13,3,0,84,426.0,77691.0,37104.95,6,29,0.19748374413529363,199,0.10567525893399216,164.0
Single Family Residential,BROOKLYN,NY,11223,799000.0,3.0,2.5,Brooklyn,1152.0,1930.0,http://www.redfin.com/NY/Brooklyn/1646-W-1st-St-11223/home/40839220,40.6074383,-73.9749796,91.0,624,15135,61,1804,41,43,22,3,0,109,519.0,77691.0,37104.95,7,33,0.1462207007079286,247,0.07423294633274864,164.0
Single Family Residential,BROOKLYN,NY,11223,798800.0,3.0,2.0,Gravesend,960.0,1910.0,http://www.redfin.com/NY/Brooklyn/2035-W-5th-St-11223/home/40853410,40.5979977,-73.976552,111.0,624,16179,61,1804,35,38,16,3,0,92,468.0,77691.0,37104.95,7,30,0.1404212980363837,235,0.06582589978522833,164.0
Multi-Family (2-4 Unit),BROOKLYN,NY,11223,798000.0,5.0,2.0,Brooklyn,2000.0,1931.0,http://www.redfin.com/NY/Brooklyn/2386-Stillwell-Ave-11223/home/168347770,40.589079,-73.98416999999998,90.0,624,13643,60,1772,29,30,12,3,0,74,384.0,77691.0,37104.95,4,25,0.02687804517006641,158,0.02126048252493126,164.0
Single Family Residential,BROOKLYN,NY,11223,825000.0,4.0,2.0,Brooklyn,1296.0,1920.0,http://www.redfin.com/NY/Brooklyn/192-Avenue-W-11223/home/40856500,40.59184570000001,-73.9762191,101.0,624,15007,61,1804,30,32,14,2,0,78,396.0,77691.0,37104.95,6,27,0.12164756157010541,198,0.07457116381272919,164.0
Single Family Residential,BROOKLYN,NY,11223,818000.0,3.0,2.0,Brooklyn,1440.0,1930.0,http://www.redfin.com/NY/Brooklyn/2120-W-5th-St-11223/home/40854917,40.5960774,-73.9765865,91.0,624,15947,61,1804,34,37,15,3,0,89,459.0,77691.0,37104.95,7,29,0.1649833880745059,213,0.0831384453396188,164.0
Single Family Residential,BROOKLYN,NY,11223,895000.0,2.0,1.75,Brooklyn,950.0,1930.0,http://www.redfin.com/NY/Brooklyn/164-Lake-St-11223/home/40852907,40.6002286,-73.9737413,91.0,624,16226,61,1804,36,38,19,3,0,96,480.0,77691.0,37104.95,7,31,0.2188756091053083,248,0.06961480889952963,164.0
Single Family Residential,BROOKLYN,NY,11223,888000.0,3.0,1.75,Brooklyn,1462.0,1925.0,http://www.redfin.com/NY/Brooklyn/1791-W-10th-St-11223/home/40839894,40.603339399999996,-73.9824187,96.0,624,15371,62,1597,38,39,19,3,0,99,492.0,77691.0,37104.95,7,32,0.11565737125722908,274,0.0950206327441641,164.0
Single Family Residential,BROOKLYN,NY,11223,899000.0,3.0,2.0,Brooklyn,1604.0,1920.0,http://www.redfin.com/NY/Brooklyn/2284-W-6th-St-11223/home/40855570,40.5924081,-73.97704559999998,101.0,624,15181,61,1804,30,34,14,2,0,80,414.0,77691.0,37104.95,6,27,0.0658152036021682,204,0.03504771091228341,164.0
Multi-Family (2-4 Unit),BROOKLYN,NY,11223,899000.0,3.0,2.25,Brooklyn,1728.0,1930.0,http://www.redfin.com/NY/Brooklyn/1848-W-7th-St-11223/home/28438980,40.60218629999999,-73.9797786,91.0,624,16167,61,1804,38,40,18,3,0,99,489.0,77691.0,37104.95,7,34,0.12375859021270391,261,0.08702340893184099,164.0
Single Family Residential,BROOKLYN,NY,11223,885000.0,3.0,2.0,Gravesend,1238.0,1905.0,http://www.redfin.com/NY/Brooklyn/1740-W-9th-St-11223/home/40839928,40.604569299999994,-73.98216500000002,116.0,624,14948,62,1597,40,39,20,3,0,102,501.0,77691.0,37104.95,7,33,0.10505223773941821,292,0.05832413654328455,164.0
Condo/Co-op,BROOKLYN,NY,11223,859000.0,3.0,2.5,Brooklyn,1932.0,2001.0,http://www.redfin.com/NY/Brooklyn/29-Van-Sicklen-St-11223/unit-1B/home/40914752,40.603643100000006,-73.97379709999998,20.0,624,16466,61,1804,38,40,21,3,0,102,498.0,77691.0,37104.95,7,35,0.08090849466791085,251,0.049432940772370745,164.0
Single Family Residential,BROOKLYN,NY,11223,899999.0,4.0,1.0,Brooklyn,1392.0,1920.0,http://www.redfin.com/NY/Brooklyn/1928-W-5th-St-11223/home/40852375,40.600523100000004,-73.9774386,101.0,624,16138,61,1804,37,39,17,3,0,96,480.0,77691.0,37104.95,7,32,0.22887489834127644,242,0.05579512973649277,164.0
Single Family Residential,BROOKLYN,NY,11223,949000.0,3.0,1.0,Brooklyn,1158.0,1925.0,http://www.redfin.com/NY/Brooklyn/1921-W-13th-St-11223/home/40852760,40.5998906,-73.9846443,96.0,624,15885,62,1597,38,38,15,3,0,94,477.0,77691.0,37104.95,7,32,0.18969351991360933,257,0.078006551021172,164.0
Townhouse,BROOKLYN,NY,11223,948000.0,3.0,1.0,Brooklyn,1498.909090909091,1920.0,http://www.redfin.com/NY/Brooklyn/2266-W-6th-St-11223/home/40855558,40.5927855,-73.9771145,101.0,624,15266,61,1804,30,34,14,2,0,80,414.0,77691.0,37104.95,6,27,0.05871395392039666,201,0.05246672571337249,164.0
Condo/Co-op,BROOKLYN,NY,11223,949000.0,3.0,2.0,Brooklyn,1435.0,2004.0,http://www.redfin.com/NY/Brooklyn/1663-W-6th-St-11223/unit-6B/home/40640272,40.6065592,-73.97907729999999,17.0,624,14570,62,1597,40,42,21,3,0,106,513.0,77691.0,37104.95,7,32,0.19410849350274625,260,0.07312908402207169,164.0
Multi-Family (2-4 Unit),BROOKLYN,NY,11223,999000.0,2.0,2.0,Brooklyn,1600.0,1931.0,http://www.redfin.com/NY/Brooklyn/2849-86th-St-11223/home/167874456,40.5922708,-73.9773894,90.0,624,15145,61,1804,30,34,14,2,0,80,414.0,77691.0,37104.95,6,27,0.05398611895823683,201,0.015036097577235346,164.0
Condo/Co-op,BROOKLYN,NY,11223,990000.0,2.0,2.0,Midwood,1388.0,2008.0,http://www.redfin.com/NY/Brooklyn/447-Avenue-P-11223/home/166831038,40.609241,-73.97120490000002,13.0,624,15531,61,1804,43,47,25,5,0,120,719.0,77691.0,37104.95,9,34,0.09752773743855389,253,0.07749059606415025,164.0
Single Family Residential,BROOKLYN,NY,11223,968000.0,3.0,2.75,Brooklyn,1207.0,1925.0,http://www.redfin.com/NY/Brooklyn/1637-W-2nd-St-11223/home/40839273,40.607552,-73.97550749999998,96.0,624,15079,61,1804,41,44,22,3,0,110,522.0,77691.0,37104.95,7,33,0.16206237215135194,250,0.08196965123302945,164.0
Condo/Co-op,BROOKLYN,NY,11223,991000.0,3.0,2.0,Brooklyn,1435.0,2004.0,http://www.redfin.com/NY/Brooklyn/1663-W-6th-St-11223/unit-6A/home/40643155,40.6065592,-73.97907729999999,17.0,624,14570,62,1597,40,42,21,3,0,106,513.0,77691.0,37104.95,7,32,0.19410849350274625,260,0.07312908402207169,164.0
Multi-Family (2-4 Unit),BROOKLYN,NY,11223,999000.0,6.0,2.0,Brooklyn,2128.0,1915.0,http://www.redfin.com/NY/Brooklyn/48-Lake-St-11223/home/40841439,40.603136799999994,-73.9734773,106.0,624,16553,61,1804,38,39,21,3,0,101,495.0,77691.0,37104.95,7,34,0.05883900203043454,254,0.07470667859444152,164.0
Multi-Family (2-4 Unit),E. ELMHURST,NY,11369,1450000.0,6.0,4.5,E. Elmhurst,1092.0,2019.0,http://www.redfin.com/NY/East-Elmhurst/23-22-94th-St-11369/home/169904030,40.7672659,-73.87637790000002,2.0,775,15217,115,2316,32,22,15,0,0,69,313.0,36110.0,32616.57,19,13,1.3027699247791684,6,0.18956161084241407,5.0
Multi-Family (2-4 Unit),E. ELMHURST,NY,11369,1480000.0,6.0,4.5,E. Elmhurst,1118.0,2019.0,http://www.redfin.com/NY/E-Elmhurst/23-94-ST-11369/home/169903999,40.7606907,-73.8733055,2.0,775,16968,115,2316,37,25,16,0,0,78,352.0,36110.0,32616.57,19,15,0.8221362735804499,24,0.17303644668540724,5.0
Multi-Family (2-4 Unit),E. ELMHURST,NY,11369,1388000.0,5.0,3.5,E. Elmhurst,2180.0,1996.0,http://www.redfin.com/NY/Flushing/32-32-103rd-St-11369/home/20923114,40.758477899999995,-73.8660979,25.0,775,18705,115,2316,37,23,13,0,0,73,310.0,36110.0,32616.57,14,15,0.6212948121917498,25,0.06132032209849669,5.0
Multi-Family (2-4 Unit),E. ELMHURST,NY,11369,1380000.0,7.0,4.0,E.Elmhurst,3232.0,1989.0,http://www.redfin.com/NY/Flushing/24-34-89th-St-11369/home/20941192,40.764684,-73.880526,32.0,775,17171,115,2316,34,24,16,0,0,74,343.0,36110.0,32616.57,21,17,1.1434173235052993,7,0.3173322296159253,5.0
Multi-Family (2-4 Unit),E. ELMHURST,NY,11369,1375000.0,7.0,4.5,E. Elmhurst,5431.777777777777,1925.0,http://www.redfin.com/NY/Flushing/98-17-32nd-Ave-11369/home/20933074,40.759248,-73.870079,96.0,775,17437,115,2316,41,27,15,0,0,83,368.0,36110.0,32616.57,17,15,0.6988665895304349,25,0.23656966726101922,5.0
Multi-Family (2-4 Unit),E. ELMHURST,NY,11369,1738000.0,6.0,5.5,E. Elmhurst,3971.333333333334,2019.0,http://www.redfin.com/NY/Flushing/95-05-Astoria-Blvd-11369/home/20935565,40.763022899999996,-73.87394499999998,2.0,775,15547,115,2316,36,25,16,0,0,77,352.0,36110.0,32616.57,19,14,0.9866657133204961,17,0.0539641950561445,5.0
Multi-Family (2-4 Unit),E. ELMHURST,NY,11369,1548000.0,10.0,3.0,E. Elmhurst,3722.285714285714,1930.0,http://www.redfin.com/NY/Flushing/32-22-105th-St-11369/home/20923123,40.758987,-73.864222,91.0,775,19272,115,2316,37,23,13,0,0,73,310.0,36110.0,32616.57,14,14,0.6354827534469365,23,0.1384193532106892,5.0
Multi-Family (2-4 Unit),E. ELMHURST,NY,11369,1890000.0,8.0,5.5,E. Elmhurst,1175.0,2019.0,http://www.redfin.com/NY/Flushing/95-06-Astoria-Blvd-11369/home/169903971,40.7624248,-73.8738365,2.0,775,16540,115,2316,36,25,17,0,0,78,352.0,36110.0,32616.57,17,14,0.945157750033361,18,0.06585948272517787,5.0
Multi-Family (2-4 Unit),E. ELMHURST,NY,11369,1999000.0,8.0,5.0,E. Elmhurst,3054.5,2017.0,http://www.redfin.com/NY/Flushing/32-28-108th-St-11369/home/80697082,40.759097,-73.86152299999998,4.0,775,19411,115,2316,38,23,14,0,0,75,316.0,36110.0,32616.57,15,12,0.603527832587774,20,0.2329686264677108,5.0
Multi-Family (2-4 Unit),E. ELMHURST,NY,11369,1888888.0,9.0,5.0,E. Elmhurst,4000.0,2004.0,http://www.redfin.com/NY/Flushing/32-30-106th-St-11369/home/20923074,40.758884,-73.863285,17.0,775,19352,115,2316,37,23,13,0,0,73,310.0,36110.0,32616.57,14,14,0.6241001166464285,23,0.17311979946241263,5.0
Multi-Family (2-4 Unit),E. ELMHURST,NY,11369,1850000.0,6.0,5.0,E. Elmhurst,2808.375,1989.0,http://www.redfin.com/NY/Flushing/24-12-89th-St-11369/home/20938646,40.765249,-73.8806,32.0,775,16958,115,2316,34,24,16,0,0,74,343.0,36110.0,32616.57,21,17,1.182533678529898,7,0.33808612012263584,5.0
Condo/Co-op,E. ELMHURST,NY,11369,225000.0,1.0,1.0,Northridge Iii,943.4822134387352,1952.0,http://www.redfin.com/NY/East-Elmhurst/32-23-88th-St-11369/unit-305/home/168754466,40.7574971,-73.879754,69.0,775,18914,115,2316,38,25,18,0,0,81,376.0,36110.0,32616.57,21,17,0.6493621576410249,32,0.28320041142849156,5.0
Condo/Co-op,E. ELMHURST,NY,11369,219000.0,1.0,1.0,Northridge Iii,943.4822134387352,1950.0,http://www.redfin.com/NY/East-Elmhurst/8808-32nd-Ave-11369/unit-607/home/168799004,40.758269899999995,-73.88015990000002,71.0,775,19306,115,2316,38,25,18,0,0,81,379.0,36110.0,32616.57,21,17,0.7064497429410834,31,0.2985697488942876,5.0
