#,Zip Code,Location,City,Population,People / Sq. Mile,National Rank
"1,019.00",14590,"43.245357, -76.832127","Wolcott, New York","5,385",83.47,"#15,034"
"1,020.00",12493,"41.785589, -73.974095","West Park, New York",547,83.4,"#15,039"
"1,021.00",12592,"41.783329, -73.556777","Wassaic, New York","1,214",83.22,"#15,052"
"1,022.00",12545,"41.779068, -73.677258","Millbrook, New York","4,850",83.22,"#15,054"
"1,023.00",13802,"42.242134, -76.041266","Maine, New York",743,83.18,"#15,055"
"1,024.00",12075,"42.299922, -73.633627","Ghent, New York","3,106",82.77,"#15,083"
"1,025.00",14867,"42.343150, -76.618094","Newfield, New York","5,430",82.61,"#15,093"
"1,026.00",14521,"42.688238, -76.804245","Ovid, New York","3,624",82.06,"#15,127"
"1,027.00",13634,"44.026880, -76.083381","Dexter, New York","3,825",81.93,"#15,133"
"1,028.00",14039,"42.831525, -78.177221","Dale, New York",117,81.78,"#15,144"
"1,029.00",13044,"43.304757, -75.993273","Constantia, New York","2,776",81.41,"#15,169"
"1,030.00",12742,"41.724328, -74.723518","Harris, New York",132,81.35,"#15,173"
"1,031.00",13425,"42.970137, -75.490673","Oriskany Falls, New York","1,970",80.99,"#15,195"
"1,032.00",14757,"42.246047, -79.504370","Mayville, New York","3,875",80.8,"#15,211"
"1,033.00",12953,"44.764710, -74.279566","Malone, New York","16,270",80.72,"#15,218"
"1,034.00",12832,"43.358861, -73.318017","Granville, New York","7,199",80.68,"#15,224"
"1,035.00",13042,"43.260450, -75.852580","Cleveland, New York","2,479",80.57,"#15,231"
"1,036.00",11962,"40.938156, -72.269650","Sagaponack, New York",405,79.81,"#15,277"
"1,037.00",13617,"44.580531, -75.142767","Canton, New York","10,942",79.57,"#15,287"
"1,038.00",12921,"44.888344, -73.432591","Chazy, New York","2,392",79.53,"#15,289"
"1,039.00",13322,"42.977305, -75.198364","Clayville, New York","1,104",79.47,"#15,293"
"1,040.00",12523,"42.069887, -73.753418","Elizaville, New York","1,976",78.99,"#15,333"
"1,041.00",12083,"42.424856, -74.026466","Greenville, New York","3,154",78.79,"#15,347"
"1,042.00",13862,"42.330958, -75.931008","Whitney Point, New York","3,936",77.63,"#15,426"
"1,043.00",12094,"42.899423, -73.489795","Johnsonville, New York","2,163",77.44,"#15,446"
"1,044.00",12746,"41.442314, -74.665141","Huguenot, New York","1,144",77.27,"#15,458"
"1,045.00",13143,"43.235788, -76.714793","Red Creek, New York","3,416",77.26,"#15,459"
"1,046.00",12919,"44.959984, -73.454730","Champlain, New York","2,957",77.22,"#15,462"
"1,047.00",14143,"42.968891, -78.076941","Stafford, New York","1,347",77.12,"#15,466"
"1,048.00",14533,"42.853887, -77.902665","Piffard, New York","2,320",76.87,"#15,487"
"1,049.00",13861,"42.508540, -75.151092","West Oneonta, New York",652,76.58,"#15,509"
"1,050.00",13328,"42.981397, -75.426471","Deansboro, New York","1,266",76.41,"#15,517"
"1,051.00",13131,"43.423243, -76.091802","Parish, New York","4,029",76.35,"#15,521"
"1,052.00",13812,"42.034436, -76.348183","Nichols, New York","2,454",76.23,"#15,532"
"1,053.00",12790,"41.563427, -74.527399","Wurtsboro, New York","5,454",76.19,"#15,536"
"1,054.00",14422,"43.087057, -78.059979","Byron, New York","2,518",76.14,"#15,541"
"1,055.00",12137,"42.860367, -74.133040","Pattersonville, New York","1,544",76.14,"#15,543"
"1,056.00",12423,"42.382493, -74.109110","East Durham, New York","1,041",76.08,"#15,553"
"1,057.00",13156,"43.325994, -76.661304","Sterling, New York","2,313",76.07,"#15,555"
"1,058.00",14012,"43.332173, -78.532622","Barker, New York","2,603",75.85,"#15,568"
"1,059.00",14869,"42.368195, -76.768955","Odessa, New York","1,435",75.66,"#15,578"
"1,060.00",11430,"40.650916, -73.788526","Jamaica, New York",229,75.35,"#15,606"
"1,061.00",12058,"42.345129, -73.918376","Earlton, New York","1,400",75.28,"#15,612"
"1,062.00",12918,"44.663770, -73.699653","Cadyville, New York","2,781",75.17,"#15,621"
"1,063.00",14009,"42.593267, -78.397520","Arcade, New York","5,695",75.17,"#15,622"
"1,064.00",14435,"42.711869, -77.666023","Conesus, New York","2,733",74.41,"#15,679"
"1,065.00",14710,"42.087770, -79.419847","Ashville, New York","3,961",74.38,"#15,683"
"1,066.00",12834,"43.088945, -73.500552","Greenwich, New York","6,678",73.2,"#15,765"
"1,067.00",14718,"42.345814, -79.287617","Cassadaga, New York","2,183",73.14,"#15,771"
"1,068.00",12780,"41.457111, -74.701686","Sparrow Bush, New York","2,117",72.7,"#15,809"
"1,069.00",12412,"42.002120, -74.229211","Boiceville, New York",927,72.57,"#15,821"
"1,070.00",13811,"42.225336, -76.179839","Newark Valley, New York","4,348",72.46,"#15,825"
"1,071.00",14030,"42.559707, -78.490059","Chaffee, New York","1,617",72.41,"#15,833"
"1,072.00",12501,"41.853423, -73.557731","Amenia, New York","2,340",72.33,"#15,840"
"1,073.00",14415,"42.753296, -77.023266","Bellona, New York",62,72.02,"#15,864"
"1,074.00",12416,"42.102658, -74.282783","Chichester, New York",87,72,"#15,866"
"1,075.00",13480,"42.917856, -75.363163","Waterville, New York","3,459",71.97,"#15,871"
"1,076.00",12117,"43.169293, -74.261094","Mayfield, New York","3,223",71.6,"#15,900"
"1,077.00",12763,"41.690603, -74.525308","Mountain Dale, New York",766,71.34,"#15,919"
"1,078.00",12485,"42.204654, -74.116052","Tannersville, New York","1,480",71.23,"#15,930"
"1,079.00",13606,"43.866400, -76.022787","Adams Center, New York","2,727",71.16,"#15,942"
"1,080.00",10987,"41.199212, -74.224545","Tuxedo Park, New York","3,148",70.78,"#15,974"
"1,081.00",12446,"41.790937, -74.314960","Kerhonkson, New York","4,925",70.62,"#15,990"
"1,082.00",14040,"42.882168, -78.377535","Darien Center, New York","2,331",70.48,"#15,999"
"1,083.00",12765,"41.852332, -74.621157","Neversink, New York",836,70.39,"#16,013"
"1,084.00",12053,"42.757543, -74.190866","Delanson, New York","4,497",70.32,"#16,019"
"1,085.00",14550,"42.676483, -78.098453","Silver Springs, New York","1,732",70.15,"#16,037"
"1,086.00",13159,"42.824842, -76.116211","Tully, New York","5,277",70.08,"#16,045"
"1,087.00",12727,"41.660107, -74.982500","Cochecton Center, New York",23,69.84,"#16,070"
"1,088.00",13667,"44.837240, -74.960450","Norfolk, New York","3,524",69.47,"#16,111"
"1,089.00",14433,"43.077038, -76.878578","Clyde, New York","4,679",69.32,"#16,125"
"1,090.00",13460,"42.686926, -75.458076","Sherburne, New York","4,424",69.13,"#16,141"
"1,091.00",12434,"42.354338, -74.482882","Grand Gorge, New York",663,69.13,"#16,143"
"1,092.00",14571,"43.345849, -78.253890","Waterport, New York","1,119",69.01,"#16,154"
"1,093.00",13033,"43.188494, -76.562626","Cato, New York","4,544",68.94,"#16,162"
"1,094.00",12816,"43.043657, -73.363490","Cambridge, New York","4,845",68.63,"#16,183"
"1,095.00",6390,"41.277367, -71.952693","Fishers Island, New York",289,68.43,"#16,200"
"1,096.00",14544,"42.756251, -77.243735","Rushville, New York","1,908",68.35,"#16,210"
"1,097.00",12860,"43.705345, -73.757999","Pottersville, New York","1,150",68.33,"#16,213"
"1,098.00",13028,"43.297634, -75.895223","Bernhards Bay, New York","1,380",68.14,"#16,226"
"1,099.00",14037,"42.808401, -78.450075","Cowlesville, New York","1,067",67.87,"#16,250"
"1,100.00",14510,"42.683839, -77.881897","Mount Morris, New York","5,094",67.55,"#16,274"
"1,101.00",14572,"42.564924, -77.562596","Wayland, New York","5,282",67.49,"#16,276"
"1,102.00",14777,"42.400206, -78.280334","Rushford, New York",620,67.47,"#16,279"
"1,103.00",13409,"42.974873, -75.596977","Munnsville, New York","2,181",67.41,"#16,284"
"1,104.00",13329,"43.110979, -74.703510","Dolgeville, New York","3,976",67.35,"#16,289"
"1,105.00",13477,"43.035802, -75.516213","Vernon Center, New York","1,398",67.04,"#16,313"
"1,106.00",12546,"41.948000, -73.523357","Millerton, New York","3,103",66.87,"#16,329"
"1,107.00",13694,"44.857601, -75.146018","Waddington, New York","1,360",66.75,"#16,345"
"1,108.00",13797,"42.333665, -76.040401","Lisle, New York","2,405",66.33,"#16,382"
"1,109.00",12154,"42.927812, -73.590652","Schaghticoke, New York","2,704",66.2,"#16,402"
"1,110.00",13310,"42.889620, -75.571545","Bouckville, New York",491,66.07,"#16,416"
"1,111.00",14837,"42.490228, -77.016336","Dundee, New York","5,314",65.99,"#16,422"
"1,112.00",13673,"44.180844, -75.726040","Philadelphia, New York","2,349",65.93,"#16,426"
"1,113.00",12029,"42.415956, -73.424965","Canaan, New York","1,387",65.56,"#16,457"
"1,114.00",13118,"42.755585, -76.387278","Moravia, New York","6,728",65.39,"#16,470"
"1,115.00",13101,"42.599501, -76.066293","Mc Graw, New York","2,309",65.31,"#16,476"
"1,116.00",13675,"44.281718, -75.846286","Plessis, New York",98,65.24,"#16,481"
"1,117.00",14715,"42.076533, -78.144754","Bolivar, New York","3,277",65.18,"#16,489"
"1,118.00",12734,"41.734585, -74.750460","Ferndale, New York",837,65.14,"#16,492"
"1,119.00",12074,"43.078638, -74.060443","Galway, New York","3,195",65.11,"#16,495"
"1,120.00",13026,"42.756705, -76.651626","Aurora, New York","1,841",64.77,"#16,522"
"1,121.00",12762,"41.664364, -74.792204","Mongaup Valley, New York",342,64.67,"#16,528"
"1,122.00",12809,"43.241806, -73.471231","Argyle, New York","3,667",64.5,"#16,540"
"1,123.00",12766,"41.815208, -74.978854","North Branch, New York",456,64.42,"#16,546"
"1,124.00",12885,"43.524438, -73.821873","Warrensburg, New York","4,646",64.29,"#16,558"
"1,125.00",12059,"42.619229, -74.060894","East Berne, New York","1,843",63.9,"#16,598"
"1,126.00",13849,"42.364096, -75.315824","Unadilla, New York","5,151",63.75,"#16,610"
"1,127.00",14477,"43.335707, -78.133393","Kent, New York","1,689",63.72,"#16,615"
"1,128.00",13450,"42.699265, -74.813133","Roseboom, New York",219,63.59,"#16,630"
"1,129.00",13825,"42.455996, -75.191937","Otego, New York","3,535",63.58,"#16,632"
"1,130.00",13339,"42.936896, -74.658660","Fort Plain, New York","6,787",63.45,"#16,644"
"1,131.00",13809,"42.410311, -75.428623","Mount Upton, New York","1,372",63.27,"#16,659"
"1,132.00",12846,"43.345954, -73.789719","Lake Luzerne, New York","3,162",63.26,"#16,660"
"1,133.00",13452,"43.043056, -74.630470","Saint Johnsville, New York","4,408",63.2,"#16,672"
"1,134.00",14427,"42.615137, -78.050762","Castile, New York","2,181",63.05,"#16,695"
"1,135.00",12092,"42.703054, -74.389967","Howes Cave, New York",861,63.04,"#16,696"
"1,136.00",14841,"42.517515, -76.852181","Hector, New York",773,62.48,"#16,751"
"1,137.00",13111,"43.258488, -76.614264","Martville, New York","1,748",62.39,"#16,760"
"1,138.00",13778,"42.359219, -75.759496","Greene, New York","6,389",62.32,"#16,767"
"1,139.00",12787,"41.795396, -74.845023","White Sulphur Springs, New York",223,62.22,"#16,782"
"1,140.00",13301,"43.422141, -75.223686","Alder Creek, New York",219,62.12,"#16,794"
"1,141.00",12992,"44.826541, -73.532192","West Chazy, New York","4,533",62.12,"#16,796"
"1,142.00",13642,"44.332561, -75.465315","Gouverneur, New York","10,329",62,"#16,802"
"1,143.00",12160,"42.753580, -74.347628","Sloansville, New York","1,177",61.96,"#16,807"
"1,144.00",13743,"42.217061, -76.332567","Candor, New York","3,807",61.88,"#16,813"
"1,145.00",12770,"41.449597, -74.851422","Pond Eddy, New York",272,61.78,"#16,820"
"1,146.00",12457,"42.046634, -74.233239","Mount Tremper, New York","1,123",61.77,"#16,823"
"1,147.00",13122,"42.838680, -75.844781","New Woodstock, New York","1,209",61.46,"#16,867"
"1,148.00",13787,"42.200328, -75.665581","Harpursville, New York","3,642",61.37,"#16,872"
"1,149.00",12883,"43.836665, -73.552970","Ticonderoga, New York","5,160",61.26,"#16,883"
"1,150.00",12723,"41.775783, -75.018807","Callicoon, New York","2,251",61.09,"#16,895"
"1,151.00",14098,"43.333873, -78.378758","Lyndonville, New York","2,896",61.01,"#16,902"
"1,152.00",13354,"43.261606, -75.270920","Holland Patent, New York","3,090",61,"#16,907"
"1,153.00",13734,"42.069955, -76.409653","Barton, New York","2,511",60.92,"#16,916"
"1,154.00",14847,"42.608582, -76.734212","Interlaken, New York","2,411",60.9,"#16,919"
"1,155.00",12935,"44.843039, -73.749557","Ellenburg Depot, New York","5,494",60.81,"#16,927"
"1,156.00",14145,"42.729606, -78.434328","Strykersville, New York","1,732",60.35,"#16,972"
"1,157.00",13865,"42.064423, -75.637752","Windsor, New York","6,507",60.24,"#16,983"
"1,158.00",12517,"42.144292, -73.503163","Copake Falls, New York",317,60.19,"#16,989"
"1,159.00",14525,"42.869999, -78.011531","Pavilion, New York","2,971",60.08,"#16,999"
"1,160.00",14821,"42.238903, -77.207758","Campbell, New York","3,503",59.9,"#17,015"
"1,161.00",12567,"41.983070, -73.660642","Pine Plains, New York","2,938",59.84,"#17,020"
"1,162.00",14008,"43.309798, -78.629027","Appleton, New York","1,489",59.67,"#17,032"
"1,163.00",12028,"42.934442, -73.442269","Buskirk, New York","1,100",59.64,"#17,035"
"1,164.00",12116,"42.538795, -74.911164","Maryland, New York","1,807",59.58,"#17,042"
"1,165.00",14058,"43.109493, -78.160006","Elba, New York","2,325",59.52,"#17,048"
"1,166.00",12741,"41.830767, -75.088311","Hankins, New York",252,59.51,"#17,051"
"1,167.00",13796,"42.548152, -75.145203","Laurens, New York","1,190",59.08,"#17,084"
"1,168.00",12066,"42.795866, -74.317456","Esperance, New York","1,797",58.91,"#17,102"
"1,169.00",12062,"42.547941, -73.544568","East Nassau, New York","1,728",58.83,"#17,114"
"1,170.00",12057,"42.960614, -73.351947","Eagle Bridge, New York","1,713",58.62,"#17,138"
"1,171.00",14561,"42.819550, -77.130007","Stanley, New York","2,875",58.56,"#17,146"
"1,172.00",12031,"42.767245, -74.446885","Carlisle, New York",130,58.54,"#17,148"
"1,173.00",13605,"43.807294, -76.050285","Adams, New York","4,615",58.5,"#17,153"
"1,174.00",12046,"42.509480, -73.923510","Coeymans Hollow, New York",934,58.33,"#17,168"
"1,175.00",14560,"42.690701, -77.582961","Springwater, New York","2,134",58.21,"#17,186"
"1,176.00",13733,"42.297364, -75.478119","Bainbridge, New York","4,874",57.87,"#17,209"
"1,177.00",13318,"42.920182, -75.261538","Cassville, New York","1,429",57.87,"#17,210"
"1,178.00",14840,"42.441073, -77.188573","Hammondsport, New York","3,406",57.84,"#17,212"
"1,179.00",14842,"42.600505, -76.981134","Himrod, New York",909,57.74,"#17,228"
"1,180.00",14738,"42.045388, -79.056846","Frewsburg, New York","3,800",57.64,"#17,238"
"1,181.00",12719,"41.483758, -74.916637","Barryville, New York","1,012",57.57,"#17,242"
"1,182.00",14736,"42.140503, -79.746885","Findley Lake, New York",289,57.31,"#17,280"
"1,183.00",12494,"41.967413, -74.294206","West Shokan, New York",714,57.23,"#17,287"
"1,184.00",13753,"42.295421, -74.924118","Delhi, New York","5,474",57.17,"#17,294"
"1,185.00",12887,"43.550808, -73.383202","Whitehall, New York","4,710",57.05,"#17,314"
"1,186.00",14005,"42.917699, -78.241631","Alexander, New York","1,753",56.99,"#17,321"
"1,187.00",12581,"41.900541, -73.692273","Stanfordville, New York","2,231",56.96,"#17,325"
"1,188.00",14838,"42.183871, -76.658655","Erin, New York","2,105",56.43,"#17,378"
"1,189.00",14129,"42.481182, -79.017384","Perrysburg, New York","1,812",56.32,"#17,390"
"1,190.00",12461,"41.926103, -74.301048","Olivebridge, New York","1,781",56.06,"#17,418"
"1,191.00",12156,"42.470821, -73.748257","Schodack Landing, New York",923,55.99,"#17,426"
"1,192.00",14065,"42.488879, -78.315214","Freedom, New York","2,003",55.78,"#17,449"
"1,193.00",12865,"43.214159, -73.347451","Salem, New York","3,152",55.74,"#17,457"
"1,194.00",12850,"43.102616, -73.981441","Middle Grove, New York","2,242",55.73,"#17,460"
"1,195.00",12738,"41.654765, -74.560004","Glen Wild, New York",320,55.7,"#17,465"
"1,196.00",13326,"42.722500, -74.895381","Cooperstown, New York","5,598",55.66,"#17,471"
"1,197.00",12783,"41.738633, -74.833724","Swan Lake, New York","2,169",55.63,"#17,476"
"1,198.00",13807,"42.629776, -75.028841","Milford, New York","1,319",55.42,"#17,499"
"1,199.00",14055,"42.562879, -78.600126","East Concord, New York","1,469",54.86,"#17,578"
"1,200.00",12168,"42.560992, -73.387574","Stephentown, New York","2,083",54.65,"#17,601"
"1,201.00",12042,"42.425570, -73.920464","Climax, New York",812,54.62,"#17,606"
"1,202.00",13730,"42.238949, -75.571439","Afton, New York","2,982",54.52,"#17,614"
"1,203.00",14857,"42.515012, -76.921115","Lakemont, New York",9,54.34,"#17,643"
"1,204.00",14747,"42.158209, -79.084048","Kennedy, New York","2,436",54.19,"#17,653"
"1,205.00",12072,"42.884893, -74.356741","Fultonville, New York","2,545",54,"#17,671"
"1,206.00",12193,"42.507525, -74.038399","Westerlo, New York","2,117",53.87,"#17,690"
"1,207.00",14772,"42.157470, -78.952618","Randolph, New York","4,274",53.43,"#17,733"
"1,208.00",13750,"42.459563, -74.831929","Davenport, New York","1,305",53.35,"#17,747"
"1,209.00",14883,"42.243022, -76.472102","Spencer, New York","3,866",53.1,"#17,768"
"1,210.00",12165,"42.308282, -73.499864","Spencertown, New York",236,53.05,"#17,776"
"1,211.00",14881,"42.405998, -76.351681","Slaterville Springs, New York",161,52.93,"#17,795"
"1,212.00",14726,"42.253585, -79.020279","Conewango Valley, New York","2,144",52.93,"#17,797"
"1,213.00",14812,"42.286166, -76.974274","Beaver Dams, New York","3,932",52.7,"#17,826"
"1,214.00",13402,"42.908511, -75.499306","Madison, New York","1,694",52.56,"#17,841"
"1,215.00",12064,"42.617772, -74.649399","East Worcester, New York",480,52.42,"#17,863"
"1,216.00",14091,"42.537727, -78.882534","Lawtons, New York","1,135",52.36,"#17,873"
"1,217.00",14879,"42.307683, -77.202498","Savona, New York","1,985",52.19,"#17,894"
"1,218.00",14740,"42.222299, -79.148649","Gerry, New York","1,138",52.09,"#17,905"
"1,219.00",14825,"42.055631, -76.605721","Chemung, New York",918,52.02,"#17,913"
"1,220.00",12429,"41.815633, -73.974822","Esopus, New York",51,51.88,"#17,926"
"1,221.00",13431,"43.209082, -75.073328","Poland, New York","1,840",51.74,"#17,938"
"1,222.00",13334,"42.838213, -75.654080","Eaton, New York","1,526",51.41,"#17,986"
"1,223.00",12149,"42.630367, -74.559012","Richmondville, New York","2,008",51.26,"#18,003"
"1,224.00",13092,"42.654563, -76.419295","Locke, New York","2,498",51.13,"#18,016"
"1,225.00",14462,"42.686022, -77.757656","Groveland, New York",632,50.98,"#18,038"
"1,226.00",13780,"42.431337, -75.483014","Guilford, New York",923,50.89,"#18,050"
"1,227.00",12957,"44.842599, -74.575140","Moira, New York","1,798",50.88,"#18,051"
"1,228.00",13620,"43.908782, -75.448325","Castorland, New York","2,499",50.78,"#18,059"
"1,229.00",14782,"42.265414, -79.259701","Sinclairville, New York","2,932",50.6,"#18,080"
"1,230.00",14817,"42.365570, -76.332004","Brooktondale, New York","2,282",50.59,"#18,083"
"1,231.00",14803,"42.233273, -77.795084","Alfred Station, New York","1,241",50.54,"#18,090"
"1,232.00",13146,"43.100853, -76.756859","Savannah, New York","2,541",50.36,"#18,112"
"1,233.00",12958,"44.953538, -73.572922","Mooers, New York","1,737",50.3,"#18,117"
"1,234.00",14082,"42.655393, -78.377089","Java Center, New York",428,49.98,"#18,160"
"1,235.00",13491,"42.864135, -75.168133","West Winfield, New York","3,784",49.93,"#18,167"
"1,236.00",14775,"42.228753, -79.699933","Ripley, New York","2,736",49.91,"#18,171"
"1,237.00",14801,"42.104056, -77.292968","Addison, New York","5,427",49.62,"#18,204"
"1,238.00",13333,"42.836735, -74.805803","East Springfield, New York",142,49.45,"#18,226"
"1,239.00",14591,"42.832021, -78.107328","Wyoming, New York","1,570",49.43,"#18,232"
"1,240.00",14101,"42.386295, -78.536979","Machias, New York","1,949",49.07,"#18,279"
"1,241.00",14167,"42.750032, -78.324679","Varysburg, New York","1,646",48.71,"#18,328"
"1,242.00",13483,"43.406502, -75.835393","Westdale, New York",160,48.6,"#18,351"
"1,243.00",12965,"44.694202, -74.687711","Nicholville, New York",489,48.5,"#18,365"
"1,244.00",12176,"42.382017, -73.980862","Surprise, New York",175,48.45,"#18,375"
"1,245.00",14727,"42.206974, -78.297252","Cuba, New York","5,366",48.44,"#18,376"
"1,246.00",13063,"42.847233, -75.967841","Fabius, New York","2,027",48.13,"#18,420"
"1,247.00",13468,"42.848254, -74.851925","Springfield Center, New York",459,48.1,"#18,428"
"1,248.00",14815,"42.374323, -77.086684","Bradford, New York",973,48.05,"#18,435"
"1,249.00",13418,"42.847748, -75.389226","North Brookfield, New York",325,47.97,"#18,448"
"1,250.00",12052,"42.747432, -73.463447","Cropseyville, New York","1,000",47.48,"#18,513"
"1,251.00",14062,"42.451343, -79.166476","Forestville, New York","3,351",47.42,"#18,523"
"1,252.00",14878,"42.447954, -76.941942","Rock Stream, New York",747,47.36,"#18,533"
"1,253.00",12944,"44.442367, -73.514751","Keeseville, New York","4,402",47.17,"#18,565"
"1,254.00",13808,"42.530472, -75.254515","Morris, New York","1,894",46.99,"#18,591"
"1,255.00",14809,"42.422712, -77.441531","Avoca, New York","2,610",46.88,"#18,609"
"1,256.00",12837,"43.476445, -73.255601","Hampton, New York",849,46.87,"#18,611"
"1,257.00",14013,"43.086290, -78.397746","Basom, New York","1,822",46.84,"#18,614"
"1,258.00",13803,"42.470065, -76.072120","Marathon, New York","4,225",46.8,"#18,618"
"1,259.00",14054,"42.908684, -78.148894","East Bethany, New York","1,361",46.53,"#18,658"
"1,260.00",14823,"42.249138, -77.558954","Canisteo, New York","3,985",46.51,"#18,661"
"1,261.00",12937,"44.954775, -74.471763","Fort Covington, New York","1,524",46.51,"#18,662"
"1,262.00",13332,"42.764187, -75.581764","Earlville, New York","2,400",46.48,"#18,673"
"1,263.00",13411,"42.633789, -75.306457","New Berlin, New York","3,332",46.39,"#18,690"
"1,264.00",12409,"42.084844, -74.156900","Bearsville, New York",464,46.35,"#18,697"
"1,265.00",14507,"42.675374, -77.305556","Middlesex, New York","1,385",46.35,"#18,698"
"1,266.00",13864,"42.292696, -76.401099","Willseyville, New York","1,085",46.16,"#18,740"
"1,267.00",13439,"42.853508, -74.998075","Richfield Springs, New York","3,893",45.96,"#18,771"
"1,268.00",12136,"42.439484, -73.555326","Old Chatham, New York",875,45.9,"#18,788"
"1,269.00",13368,"43.635778, -75.325203","Lyons Falls, New York","1,162",45.65,"#18,823"
"1,270.00",14541,"42.763430, -76.844570","Romulus, New York","2,006",45.57,"#18,837"
"1,271.00",12916,"44.829345, -74.514650","Brushton, New York","1,857",45.54,"#18,840"
"1,272.00",13754,"42.088482, -75.447962","Deposit, New York","3,437",45.34,"#18,866"
"1,273.00",12521,"42.171332, -73.650529","Craryville, New York","1,499",45.3,"#18,870"
"1,274.00",12946,"44.273458, -73.962583","Lake Placid, New York","8,098",45.22,"#18,888"
"1,275.00",13841,"42.419610, -75.845795","Smithville Flats, New York",399,44.89,"#18,944"
"1,276.00",12736,"41.835405, -75.031535","Fremont Center, New York",152,44.81,"#18,958"
"1,277.00",14860,"42.577999, -76.830889","Lodi, New York","1,142",44.8,"#18,960"
"1,278.00",13438,"43.354138, -75.159614","Remsen, New York","4,364",44.73,"#18,966"
"1,279.00",14861,"42.099275, -76.681052","Lowman, New York","1,459",44.71,"#18,969"
"1,280.00",13141,"42.752495, -76.185697","Preble, New York",789,44.58,"#18,989"
"1,281.00",12458,"41.857544, -74.389725","Napanoch, New York","2,243",44.3,"#19,031"
"1,282.00",14512,"42.645241, -77.399770","Naples, New York","4,668",44.28,"#19,035"
"1,283.00",13786,"42.454631, -74.690493","Harpersfield, New York",435,44.26,"#19,036"
"1,284.00",13416,"43.187390, -74.970566","Newport, New York","2,228",44.25,"#19,039"
"1,285.00",12737,"41.486964, -74.798585","Glen Spey, New York","1,500",44.14,"#19,051"
"1,286.00",14818,"42.454933, -76.818927","Burdett, New York","1,842",44.11,"#19,056"
"1,287.00",12960,"44.015756, -73.572348","Moriah, New York","1,019",43.66,"#19,127"
"1,288.00",14113,"42.656893, -78.345285","North Java, New York",775,43.63,"#19,138"
"1,289.00",13337,"42.757804, -74.999545","Fly Creek, New York",868,43.47,"#19,169"
"1,290.00",12926,"44.950817, -74.328997","Constable, New York","2,083",43.34,"#19,190"
"1,291.00",13830,"42.442442, -75.645524","Oxford, New York","5,144",43.18,"#19,214"
"1,292.00",13459,"42.775005, -74.588674","Sharon Springs, New York","2,047",43.15,"#19,218"
"1,293.00",14858,"42.036293, -77.134052","Lindley, New York","1,783",42.9,"#19,256"
"1,294.00",12115,"42.477297, -73.576704","Malden Bridge, New York",242,42.87,"#19,259"
"1,295.00",13071,"42.675103, -76.542586","Genoa, New York","1,029",42.8,"#19,269"
"1,296.00",12167,"42.423174, -74.598846","Stamford, New York","2,499",42.79,"#19,270"
"1,297.00",14711,"42.321632, -78.131646","Belfast, New York","1,931",42.72,"#19,277"
"1,298.00",13471,"43.378027, -75.610579","Taberg, New York","3,466",42.55,"#19,299"
"1,299.00",13061,"42.858748, -75.745465","Erieville, New York",930,42.45,"#19,310"
"1,300.00",12910,"44.860024, -73.659348","Altona, New York","2,340",42.36,"#19,326"
"1,301.00",13863,"42.435399, -75.906242","Willet, New York",598,42.29,"#19,339"
"1,302.00",14754,"42.021908, -78.201569","Little Genesee, New York",545,42.25,"#19,350"
"1,303.00",12996,"44.355279, -73.448053","Willsboro, New York","2,129",42.17,"#19,366"
"1,304.00",14171,"42.424674, -78.649832","West Valley, New York","2,180",41.87,"#19,407"
"1,305.00",13309,"43.476533, -75.343325","Boonville, New York","5,942",41.64,"#19,446"
"1,306.00",13608,"44.254686, -75.615340","Antwerp, New York","1,618",41.55,"#19,454"
"1,307.00",14066,"42.615091, -78.186176","Gainesville, New York","1,514",41.52,"#19,458"
"1,308.00",14813,"42.246862, -77.967713","Belmont, New York","2,538",41.36,"#19,483"
"1,309.00",12153,"42.640875, -73.460977","Sand Lake, New York",902,41.14,"#19,519"
"1,310.00",14728,"42.263333, -79.423176","Dewittville, New York","1,071",41.08,"#19,525"
"1,311.00",12726,"41.699480, -74.988521","Cochecton, New York","1,185",40.93,"#19,551"
"1,312.00",14805,"42.351406, -76.720073","Alpine, New York","1,207",40.92,"#19,552"
"1,313.00",14755,"42.233756, -78.804596","Little Valley, New York","2,987",40.84,"#19,567"
"1,314.00",12122,"42.545070, -74.308047","Middleburgh, New York","4,348",40.83,"#19,569"
"1,315.00",14807,"42.410670, -77.721044","Arkport, New York","3,120",40.82,"#19,571"
"1,316.00",12920,"44.911936, -74.067219","Chateaugay, New York","2,537",40.73,"#19,592"
"1,317.00",13661,"43.720822, -76.097899","Mannsville, New York","2,048",40.3,"#19,645"
"1,318.00",12529,"42.198740, -73.542728","Hillsdale, New York","2,457",40.15,"#19,665"
"1,319.00",13144,"43.568747, -75.977023","Richland, New York","1,576",40.11,"#19,673"
"1,320.00",13335,"42.705575, -75.247960","Edmeston, New York","1,557",40,"#19,689"
"1,321.00",14748,"42.173821, -78.606386","Kill Buck, New York",660,39.86,"#19,711"
"1,322.00",14737,"42.329050, -78.428611","Franklinville, New York","4,275",39.77,"#19,723"
"1,323.00",12496,"42.319697, -74.241265","Windham, New York","1,097",39.75,"#19,728"
"1,324.00",13081,"42.673617, -76.627152","King Ferry, New York","1,189",39.41,"#19,783"
"1,325.00",14767,"42.040452, -79.514296","Panama, New York","1,910",39.29,"#19,801"
"1,326.00",13316,"43.418917, -75.739740","Camden, New York","6,664",39.25,"#19,808"
